cement_type_1,slag,fly_ash,water,superplasticizer,agg_size_57,concrete_sand,test_age_days,compressive_strength_mpa,total_batched_mass_kg_m3,original_basis,total_binder_kg_m3
20.508613617719444,0.0,0.0,8.203445447087777,0.0,46.14438063986874,25.143560295324036,1.0,12.64,2438.0,kg_m3,500.0
5.8290534051526155,8.743580107728924,0.0,8.0170362019291,0.0,43.717900538644614,33.69242974654474,3.0,8.06,2394.9,kg_m3,349.0
21.310004486316732,0.0,0.0,10.228802153432031,0.0,41.81247196052041,26.648721399730825,7.0,38.6,2229.0,kg_m3,475.0
22.309440198306135,0.0,0.0,6.692832059491841,0.1032844453625284,42.96632927081181,27.92811402602768,28.0,79.99,2420.5,kg_m3,540.0
15.415052345231228,7.798202951116973,0.0,7.010963646855164,0.41628884675624434,38.17080207732256,31.188690132717834,56.0,63.4,2426.2,kg_m3,563.2
12.036199095022624,5.158371040723981,0.0,10.316742081447963,0.0,42.171945701357465,30.316742081447963,90.0,47.03,2210.0,kg_m3,380.0
21.310004486316732,0.0,0.0,10.228802153432031,0.0,41.81247196052041,26.648721399730825,180.0,42.62,2229.0,kg_m3,475.0
14.917003140421714,6.39300134589502,0.0,10.228802153432031,0.0,41.81247196052041,26.648721399730825,365.0,41.05,2229.0,kg_m3,475.0
21.310004486316732,0.0,0.0,10.228802153432031,0.0,41.81247196052041,26.648721399730825,28.0,39.29,2229.0,kg_m3,475.0
14.917003140421714,6.39300134589502,0.0,10.228802153432031,0.0,41.81247196052041,26.648721399730825,270.0,40.27,2229.0,kg_m3,475.0
9.4626217929626,0.0,4.114368378504872,8.054290941581925,0.19146491937199506,41.147938561034756,37.02931540654384,3.0,11.58,2350.3,kg_m3,319.1
7.178873600546962,1.7989915391846851,6.9994017605332886,5.204683360396547,0.24356892573284336,45.23972310058969,33.33475771301598,3.0,7.75,2340.2,kg_m3,373.9
4.789068718492969,7.181392058017158,0.0,8.998850269744405,0.0,41.4875740691607,37.543114884584774,3.0,2.33,2261.4,kg_m3,270.7
15.931843255832955,7.722796551301434,0.0,5.9616720467453925,0.8989498631144526,38.60172434928288,30.883013933722875,91.0,82.6,2447.3,kg_m3,578.9
